order_item_id,order_id,product_id,quantity,unit_price
198,77,19,3,599.00
199,77,30,2,549.00
200,78,15,2,1799.00
201,78,27,2,699.00
202,78,22,3,1599.00
203,78,30,1,549.00
204,79,10,1,899.00
205,79,31,1,299.00
206,79,5,1,1299.00
207,80,22,3,1599.00
208,81,4,1,999.00
209,81,19,3,599.00
210,81,20,3,399.00
211,81,23,1,1999.00
212,82,8,2,2499.00
213,82,18,3,899.00
214,82,15,3,1799.00
215,83,12,2,2499.00
216,84,10,1,899.00
217,84,26,1,599.00
218,85,27,2,699.00
219,85,30,2,549.00
220,85,22,3,1599.00
221,85,11,2,1499.00
222,86,4,2,999.00
223,86,6,2,899.00
224,87,18,2,899.00
225,87,14,1,699.00
226,87,8,2,2499.00
227,87,23,3,1999.00
228,88,15,2,1799.00
229,89,9,2,499.00
230,89,17,2,1199.00
231,90,25,3,399.00
232,90,15,3,1799.00
233,91,2,3,2999.00
234,91,30,2,549.00
235,91,5,3,1299.00
236,91,21,2,1299.00
237,92,21,1,1299.00
238,93,16,2,4999.00
239,94,22,1,1599.00
240,94,15,3,1799.00
241,94,11,3,1499.00
242,95,10,1,899.00
243,95,16,2,4999.00
244,95,7,1,599.00
245,96,32,3,399.00
246,96,30,3,549.00
247,97,29,2,1299.00
248,97,5,2,1299.00
249,98,5,2,1299.00
250,98,20,1,399.00
251,98,30,1,549.00
252,99,30,2,549.00
253,99,3,3,1999.00
254,99,29,2,1299.00
255,99,13,3,799.00
256,100,12,1,2499.00
257,101,24,2,349.00
258,101,19,2,599.00
259,102,22,1,1599.00
260,103,17,1,1199.00
261,103,10,3,899.00
262,103,22,3,1599.00
263,104,6,3,899.00
264,104,20,2,399.00
265,105,28,3,1899.00
266,106,12,2,2499.00
267,106,14,1,699.00
268,106,22,1,1599.00
269,107,22,3,1599.00
270,108,11,1,1499.00
271,108,29,2,1299.00
272,109,15,1,1799.00
273,109,16,2,4999.00
274,109,20,3,399.00
275,109,31,3,299.00
276,110,11,1,1499.00
277,110,13,3,799.00
278,110,9,2,499.00
279,110,17,2,1199.00
280,111,19,1,599.00
281,112,28,1,1899.00
282,112,6,2,899.00
283,113,16,2,4999.00
284,113,25,1,399.00
285,113,6,1,899.00
286,114,19,2,599.00
287,115,6,1,899.00
288,116,8,1,2499.00
289,116,19,1,599.00
290,116,16,1,4999.00
291,116,20,2,399.00
292,117,2,2,2999.00
293,117,16,1,4999.00
294,117,10,3,899.00
295,117,19,2,599.00
296,118,5,2,1299.00
297,118,2,1,2999.00
298,118,25,3,399.00
299,119,23,1,1999.00
300,120,23,3,1999.00
301,121,9,3,499.00
302,121,5,2,1299.00
303,122,21,2,1299.00
304,123,13,2,799.00
305,124,28,2,1899.00
306,124,26,2,599.00
307,124,29,1,1299.00
308,125,28,1,1899.00
309,126,7,3,599.00
310,126,6,2,899.00
311,126,21,2,1299.00
312,127,29,3,1299.00
313,127,3,2,1999.00
314,127,23,2,1999.00
315,128,11,3,1499.00
316,128,2,3,2999.00
317,128,10,2,899.00
318,129,25,3,399.00
319,129,3,2,1999.00
320,129,10,2,899.00
321,130,26,1,599.00
322,130,21,1,1299.00
323,130,18,1,899.00
324,131,17,2,1199.00
325,132,13,2,799.00
326,132,8,1,2499.00
327,132,9,3,499.00
328,132,5,2,1299.00
329,133,20,2,399.00
330,133,11,3,1499.00
331,133,12,1,2499.00
332,134,24,3,349.00
333,135,5,2,1299.00
334,136,9,2,499.00
335,137,9,3,499.00
336,137,12,1,2499.00
337,137,28,1,1899.00
338,138,11,3,1499.00
339,138,21,1,1299.00
340,139,18,3,899.00
341,139,9,2,499.00
342,140,11,3,1499.00
343,140,22,1,1599.00
344,141,14,2,699.00
345,141,27,3,699.00
346,141,2,3,2999.00
347,142,30,1,549.00
348,142,5,2,1299.00
349,142,4,2,999.00
350,143,21,2,1299.00
351,143,23,1,1999.00
352,144,30,2,549.00
353,144,8,2,2499.00
354,145,27,3,699.00
355,145,16,3,4999.00
356,145,11,2,1499.00
357,145,21,1,1299.00
358,146,32,2,399.00
359,146,2,3,2999.00
360,146,6,2,899.00
361,147,19,2,599.00
362,148,28,1,1899.00
363,149,4,1,999.00
364,149,13,2,799.00
365,149,24,3,349.00
366,149,19,2,599.00
367,150,24,3,349.00
368,150,22,3,1599.00
369,150,10,2,899.00
370,150,13,3,799.00
371,151,30,3,549.00
372,151,10,2,899.00
373,151,9,1,499.00
374,151,21,2,1299.00
375,152,20,2,399.00
376,152,31,3,299.00
377,152,2,1,2999.00
378,152,24,2,349.00
379,153,17,1,1199.00
380,153,15,3,1799.00
381,153,4,3,999.00
382,153,31,3,299.00
383,154,8,1,2499.00
384,155,14,3,699.00
385,155,27,1,699.00
386,155,31,3,299.00
387,155,4,1,999.00
388,156,12,3,2499.00
389,156,30,2,549.00
390,156,22,3,1599.00
391,157,20,3,399.00
392,157,15,1,1799.00
393,157,19,3,599.00
394,158,19,2,599.00
395,158,8,2,2499.00
396,158,25,1,399.00
397,159,17,3,1199.00
398,159,31,2,299.00
399,159,14,3,699.00
400,159,13,3,799.00
401,160,16,3,4999.00
402,160,4,3,999.00
403,161,31,1,299.00
404,161,7,3,599.00
405,161,9,1,499.00
406,162,21,1,1299.00
407,162,19,3,599.00
408,162,4,3,999.00
409,163,3,2,1999.00
410,163,26,1,599.00
411,164,22,2,1599.00
412,165,18,1,899.00
413,165,13,3,799.00
414,165,8,2,2499.00
415,165,22,3,1599.00
416,166,12,2,2499.00
417,166,26,3,599.00
418,167,9,2,499.00
419,167,31,1,299.00
420,168,22,2,1599.00
421,168,20,3,399.00
422,168,1,2,1499.00
423,169,20,3,399.00
424,169,11,2,1499.00
425,169,26,2,599.00
426,169,8,3,2499.00
427,170,24,1,349.00
428,170,27,3,699.00
429,170,31,3,299.00
430,170,14,1,699.00
431,171,8,1,2499.00
432,172,11,3,1499.00
433,172,21,2,1299.00
434,173,6,1,899.00
435,173,29,3,1299.00
436,173,4,2,999.00
437,173,30,2,549.00
438,174,26,2,599.00
439,175,23,1,1999.00
440,175,5,2,1299.00
441,175,4,2,999.00
442,175,31,1,299.00
443,176,25,1,399.00
444,176,6,1,899.00
445,176,9,3,499.00
446,176,23,2,1999.00
447,177,30,1,549.00
448,177,28,1,1899.00
449,177,25,2,399.00
450,178,27,3,699.00
451,179,29,3,1299.00
452,180,15,3,1799.00
453,180,14,2,699.00
454,180,4,1,999.00
455,180,9,3,499.00
456,181,20,3,399.00
457,181,10,3,899.00
458,182,28,1,1899.00
459,182,32,2,399.00
460,183,10,3,899.00
461,183,20,2,399.00
462,183,25,1,399.00
463,183,12,1,2499.00
464,184,27,2,699.00
465,184,9,1,499.00
466,184,25,2,399.00
467,184,16,3,4999.00
468,185,13,1,799.00
469,186,31,2,299.00
470,186,14,2,699.00
471,187,14,1,699.00
472,187,26,3,599.00
473,188,20,3,399.00
474,188,17,2,1199.00
475,188,24,2,349.00
476,189,24,2,349.00
477,189,21,1,1299.00
478,190,19,1,599.00
479,190,10,2,899.00
480,190,13,3,799.00
481,190,22,1,1599.00
482,191,30,3,549.00
483,191,11,3,1499.00
484,191,23,2,1999.00
485,191,9,1,499.00
486,192,1,2,1499.00
487,193,14,3,699.00
488,194,32,1,399.00
489,194,2,1,2999.00
490,194,1,3,1499.00
491,194,27,3,699.00
492,195,12,1,2499.00
493,195,7,3,599.00
494,195,10,3,899.00
495,195,16,2,4999.00
496,196,24,2,349.00
497,197,6,2,899.00
498,197,3,2,1999.00
499,197,26,3,599.00
500,198,32,2,399.00
501,199,15,1,1799.00
502,200,5,3,1299.00
503,201,21,1,1299.00
504,201,2,3,2999.00
505,202,25,2,399.00
506,202,22,3,1599.00
507,203,28,1,1899.00
508,204,29,2,1299.00
509,204,32,3,399.00
510,204,15,2,1799.00
511,205,19,1,599.00
512,206,10,1,899.00
513,206,25,1,399.00
514,206,21,1,1299.00
515,206,24,2,349.00
516,207,12,2,2499.00
517,208,2,1,2999.00
518,209,25,2,399.00
519,209,1,2,1499.00
520,209,19,1,599.00
521,210,25,1,399.00
522,210,11,2,1499.00
523,211,5,2,1299.00
524,211,11,2,1499.00
525,212,16,2,4999.00
526,212,32,1,399.00
527,212,13,1,799.00
528,213,22,2,1599.00
529,213,29,2,1299.00
530,213,28,3,1899.00
531,213,9,3,499.00
532,214,19,2,599.00
533,214,32,2,399.00
534,214,16,2,4999.00
535,215,2,3,2999.00
536,215,30,1,549.00
537,216,20,2,399.00
538,216,16,3,4999.00
539,217,26,3,599.00
540,217,27,3,699.00
541,217,3,3,1999.00
542,217,24,3,349.00
543,218,3,2,1999.00
544,218,26,2,599.00
545,219,29,2,1299.00
546,219,24,2,349.00
547,220,31,1,299.00
548,221,20,1,399.00
549,221,22,3,1599.00
550,221,30,2,549.00
551,222,5,3,1299.00
552,222,20,1,399.00
553,222,3,1,1999.00
554,223,11,3,1499.00
555,223,22,2,1599.00
556,224,12,2,2499.00
557,224,28,1,1899.00
558,225,25,3,399.00
559,225,1,1,1499.00
560,225,14,3,699.00
561,225,18,1,899.00
562,226,8,3,2499.00
563,226,17,2,1199.00
564,226,32,3,399.00
565,226,21,2,1299.00
566,227,20,3,399.00
567,227,6,1,899.00
568,228,24,3,349.00
569,228,10,2,899.00
570,229,12,1,2499.00
571,229,32,1,399.00
572,229,11,2,1499.00
573,229,19,2,599.00
574,230,13,3,799.00
575,230,25,3,399.00
576,231,29,3,1299.00
577,231,32,1,399.00
578,231,11,1,1499.00
579,231,6,2,899.00
580,232,30,3,549.00
581,232,32,3,399.00
582,233,3,2,1999.00
583,233,29,1,1299.00
584,233,14,3,699.00
585,234,17,1,1199.00
586,234,23,1,1999.00
587,234,6,1,899.00
588,234,29,3,1299.00
589,235,14,3,699.00
590,235,4,2,999.00
591,236,19,1,599.00
592,236,18,2,899.00
593,236,7,1,599.00
594,237,16,1,4999.00
595,237,26,3,599.00
596,237,32,3,399.00
597,238,26,3,599.00
598,239,1,3,1499.00
599,239,6,3,899.00
600,239,30,3,549.00
601,240,14,2,699.00
602,240,32,2,399.00
603,240,18,3,899.00
604,240,21,3,1299.00
605,241,7,3,599.00
606,242,1,3,1499.00
607,242,28,2,1899.00
608,242,13,1,799.00
609,242,9,2,499.00
610,243,4,3,999.00
611,243,26,2,599.00
612,244,1,1,1499.00
613,245,1,3,1499.00
614,245,22,1,1599.00
615,245,8,2,2499.00
616,245,28,1,1899.00
617,246,24,2,349.00
618,246,20,1,399.00
619,246,9,3,499.00
620,247,11,2,1499.00
621,248,14,1,699.00
622,248,6,3,899.00
623,248,7,3,599.00
624,248,9,2,499.00
625,249,6,3,899.00
626,249,16,1,4999.00
627,249,19,3,599.00
628,250,26,3,599.00
629,250,19,1,599.00
630,251,16,2,4999.00
631,252,21,3,1299.00
632,252,9,2,499.00
633,252,25,2,399.00
634,253,1,2,1499.00
635,254,27,1,699.00
636,254,28,3,1899.00
637,254,26,3,599.00
638,255,6,1,899.00
639,255,20,3,399.00
640,255,14,2,699.00
641,256,4,1,999.00
642,256,16,2,4999.00
643,257,1,3,1499.00
644,258,11,3,1499.00
645,258,24,2,349.00
646,258,9,3,499.00
647,259,17,3,1199.00
648,260,4,2,999.00
649,260,32,1,399.00
650,260,11,2,1499.00
651,261,1,1,1499.00
652,261,3,1,1999.00
653,262,3,1,1999.00
654,262,27,2,699.00
655,263,8,1,2499.00
656,263,4,3,999.00
657,263,12,1,2499.00
658,264,6,2,899.00
659,264,30,1,549.00
660,264,1,2,1499.00
661,265,13,2,799.00
662,265,16,1,4999.00
663,265,10,1,899.00
664,265,1,3,1499.00
665,266,7,2,599.00
666,266,14,2,699.00
667,266,16,1,4999.00
668,267,24,3,349.00
669,267,30,1,549.00
670,267,6,3,899.00
671,267,7,2,599.00
672,268,16,2,4999.00
673,268,19,2,599.00
674,269,5,1,1299.00
675,269,13,3,799.00
676,270,21,1,1299.00
677,270,27,2,699.00
678,270,8,2,2499.00
679,270,23,2,1999.00
680,271,14,2,699.00
681,272,20,2,399.00
682,273,7,1,599.00
683,273,30,1,549.00
684,274,9,2,499.00
685,274,13,2,799.00
686,275,2,1,2999.00
687,276,3,2,1999.00
688,277,2,2,2999.00
689,277,25,1,399.00
690,277,28,1,1899.00
691,277,12,2,2499.00
692,278,19,2,599.00
693,278,32,3,399.00
694,279,27,3,699.00
695,279,13,3,799.00
696,280,32,2,399.00
697,280,23,1,1999.00
698,280,21,1,1299.00
699,280,25,2,399.00
700,281,23,1,1999.00
701,281,15,3,1799.00
702,281,11,1,1499.00
703,281,7,2,599.00
704,282,12,3,2499.00
705,282,16,3,4999.00
706,282,21,2,1299.00
707,283,13,3,799.00
708,283,32,2,399.00
709,284,15,3,1799.00
710,284,2,2,2999.00
711,285,21,1,1299.00
712,285,4,1,999.00
713,286,24,3,349.00
714,287,9,3,499.00
715,287,11,2,1499.00
716,287,28,3,1899.00
717,288,15,2,1799.00
718,288,12,3,2499.00
719,288,25,3,399.00
720,289,3,3,1999.00
721,289,12,3,2499.00
722,289,21,1,1299.00
723,289,15,2,1799.00
724,290,11,2,1499.00
725,290,6,1,899.00
726,290,22,2,1599.00
727,291,1,1,1499.00
728,292,25,3,399.00
729,292,23,3,1999.00
730,292,7,3,599.00
731,292,31,1,299.00
732,293,21,2,1299.00
733,294,5,2,1299.00
734,294,6,3,899.00
735,295,11,1,1499.00
736,295,4,1,999.00
737,295,7,2,599.00
738,295,22,3,1599.00
739,296,16,2,4999.00
740,296,7,3,599.00
741,296,4,3,999.00
742,297,6,1,899.00
743,297,19,1,599.00
744,297,31,1,299.00
745,297,13,1,799.00
746,298,26,3,599.00
747,298,31,2,299.00
748,298,32,1,399.00
749,299,24,2,349.00
750,299,12,2,2499.00
751,299,29,2,1299.00
752,299,3,2,1999.00
753,300,6,3,899.00
754,301,25,3,399.00
755,302,20,3,399.00
756,302,6,3,899.00
757,302,26,3,599.00
758,302,3,3,1999.00
759,303,11,1,1499.00
760,303,14,1,699.00
761,304,10,2,899.00
762,304,17,3,1199.00
763,305,18,3,899.00
764,305,30,3,549.00
765,305,1,3,1499.00
766,306,7,3,599.00
767,306,19,2,599.00
768,307,3,1,1999.00
769,307,12,3,2499.00
770,307,18,3,899.00
771,307,26,3,599.00
772,308,4,2,999.00
773,308,31,2,299.00
774,309,7,3,599.00
775,309,15,2,1799.00
776,309,9,2,499.00
777,309,20,2,399.00
778,310,27,3,699.00
779,310,32,2,399.00
780,311,9,1,499.00
781,311,2,1,2999.00
782,311,12,1,2499.00
783,311,13,1,799.00
784,312,24,3,349.00
785,312,30,1,549.00
786,312,26,3,599.00
787,313,12,2,2499.00
788,313,31,3,299.00
789,313,23,3,1999.00
790,313,11,1,1499.00
791,314,15,2,1799.00
792,314,14,3,699.00
793,315,9,2,499.00
794,315,12,3,2499.00
795,315,1,2,1499.00
796,315,15,3,1799.00
797,316,17,3,1199.00
798,316,14,3,699.00
799,316,30,3,549.00
800,316,20,2,399.00
801,317,20,1,399.00
802,317,7,2,599.00
803,317,31,2,299.00
804,318,10,1,899.00
805,318,16,3,4999.00
806,319,17,2,1199.00
807,319,27,3,699.00
808,319,26,1,599.00
809,320,23,2,1999.00
810,320,20,1,399.00
811,320,11,2,1499.00
812,320,12,1,2499.00
813,321,15,2,1799.00
814,322,19,2,599.00
815,322,30,1,549.00
816,322,8,3,2499.00
817,323,25,3,399.00
818,324,22,3,1599.00
819,324,27,2,699.00
820,325,12,1,2499.00
821,325,21,2,1299.00
822,325,4,2,999.00
823,326,9,3,499.00
824,327,1,1,1499.00
825,327,3,2,1999.00
826,327,13,3,799.00
827,327,24,1,349.00
828,328,9,3,499.00
829,328,7,3,599.00
830,328,25,2,399.00
831,329,22,2,1599.00
832,329,28,1,1899.00
833,329,9,1,499.00
834,329,32,2,399.00
835,330,11,1,1499.00
836,331,4,3,999.00
837,332,29,2,1299.00
838,332,25,3,399.00
839,332,8,1,2499.00
840,332,17,1,1199.00
841,333,9,3,499.00
842,333,27,3,699.00
843,333,7,3,599.00
844,334,13,3,799.00
845,334,17,1,1199.00
846,335,14,1,699.00
847,335,31,1,299.00
848,335,22,3,1599.00
849,335,16,1,4999.00
850,336,7,2,599.00
851,337,4,2,999.00
852,337,7,2,599.00
853,337,12,3,2499.00
854,337,3,2,1999.00
855,338,11,2,1499.00
856,338,22,2,1599.00
857,339,8,2,2499.00
858,339,26,2,599.00
859,340,9,3,499.00
860,341,29,3,1299.00
861,341,12,1,2499.00
862,341,25,3,399.00
863,341,23,3,1999.00
864,342,3,1,1999.00
865,342,5,3,1299.00
866,342,17,3,1199.00
867,342,21,3,1299.00
868,343,28,3,1899.00
869,344,4,3,999.00
870,344,1,1,1499.00
871,345,21,1,1299.00
872,345,16,3,4999.00
873,345,22,1,1599.00
874,345,18,3,899.00
875,346,29,1,1299.00
876,346,6,2,899.00
877,346,32,3,399.00
878,346,21,3,1299.00
879,347,6,3,899.00
880,348,22,2,1599.00
881,348,24,2,349.00
882,348,4,3,999.00
883,348,15,3,1799.00
884,349,15,1,1799.00
885,350,7,2,599.00
886,350,3,1,1999.00
887,350,11,3,1499.00
888,351,13,2,799.00
889,351,8,1,2499.00
890,352,8,2,2499.00
891,353,4,3,999.00
892,354,9,2,499.00
893,354,7,3,599.00
894,355,16,2,4999.00
895,355,18,2,899.00
896,355,26,1,599.00
897,355,22,1,1599.00
898,356,14,3,699.00
899,356,13,2,799.00
900,356,19,3,599.00
901,357,8,3,2499.00
902,357,23,3,1999.00
903,357,31,3,299.00
904,358,7,1,599.00
905,359,18,2,899.00
906,359,11,3,1499.00
907,360,3,2,1999.00
908,360,23,1,1999.00
909,361,16,2,4999.00
910,361,19,2,599.00
911,361,4,3,999.00
912,361,25,2,399.00
913,362,13,3,799.00
914,362,29,3,1299.00
915,362,15,3,1799.00
916,363,19,1,599.00
917,363,29,3,1299.00
918,364,3,1,1999.00
919,364,28,1,1899.00
920,364,18,3,899.00
921,364,17,2,1199.00
922,365,10,2,899.00
923,366,5,1,1299.00
924,366,21,3,1299.00
925,366,15,1,1799.00
926,367,6,3,899.00
927,367,23,2,1999.00
928,367,15,2,1799.00
929,367,14,2,699.00
930,368,1,1,1499.00
931,368,8,3,2499.00
932,368,23,3,1999.00
933,368,29,3,1299.00
934,369,17,3,1199.00
935,369,19,3,599.00
936,369,2,2,2999.00
937,369,24,2,349.00
938,370,7,1,599.00
939,371,14,3,699.00
940,372,5,3,1299.00
941,372,10,2,899.00
942,372,2,1,2999.00
943,372,30,1,549.00
944,373,15,2,1799.00
945,374,28,3,1899.00
946,374,21,1,1299.00
947,374,2,3,2999.00
948,374,25,1,399.00
949,375,23,3,1999.00
950,376,29,3,1299.00
951,376,25,1,399.00
952,376,26,2,599.00
953,377,10,1,899.00
954,377,20,3,399.00
955,377,24,3,349.00
956,378,6,1,899.00
957,378,20,2,399.00
958,378,14,3,699.00
959,378,23,3,1999.00
960,379,13,3,799.00
961,379,8,3,2499.00
962,379,12,1,2499.00
963,380,17,1,1199.00
964,381,16,2,4999.00
965,381,7,3,599.00
966,382,20,2,399.00
967,382,10,2,899.00
968,382,24,1,349.00
969,383,24,2,349.00
970,383,9,2,499.00
971,383,22,2,1599.00
972,384,6,1,899.00
973,384,18,3,899.00
974,385,26,3,599.00
975,386,10,3,899.00
976,386,24,3,349.00
977,386,26,2,599.00
978,386,15,1,1799.00
979,387,26,2,599.00
980,388,9,1,499.00
981,388,29,1,1299.00
982,389,15,2,1799.00
983,390,14,3,699.00
984,391,21,1,1299.00
985,392,25,3,399.00
986,392,24,3,349.00
987,393,23,3,1999.00
988,393,32,1,399.00
989,393,31,2,299.00
990,393,1,1,1499.00
991,394,10,1,899.00
992,394,12,2,2499.00
993,395,31,3,299.00
994,396,2,3,2999.00
995,396,16,3,4999.00
996,396,3,1,1999.00
997,396,9,1,499.00
998,397,11,2,1499.00
999,398,19,1,599.00
1000,399,27,3,699.00
