order_id,customer_id,order_date,order_status
580,12,2025-07-01,Completed
581,142,2024-11-24,Completed
582,41,2024-09-09,Completed
583,73,2025-04-02,Completed
584,106,2025-01-01,Completed
585,23,2025-07-19,Completed
586,93,2025-06-04,Cancelled
587,50,2024-10-28,Completed
588,65,2025-02-19,Returned
589,61,2025-04-16,Returned
590,61,2025-03-31,Completed
591,46,2025-03-18,Completed
592,86,2024-11-05,Completed
593,118,2025-04-03,Completed
594,59,2024-10-15,Completed
595,84,2025-04-11,Returned
596,130,2024-09-18,Completed
597,56,2024-11-07,Completed
598,147,2025-06-26,Completed
599,19,2025-03-17,Completed
600,139,2025-06-22,Completed
601,94,2024-09-27,Completed
602,36,2025-02-19,Completed
603,58,2025-02-12,Completed
604,129,2025-05-28,Completed
605,74,2024-10-10,Completed
606,53,2025-05-25,Completed
607,75,2024-12-06,Completed
608,106,2025-06-24,Completed
609,67,2024-12-26,Completed
610,42,2025-08-31,Cancelled
611,82,2025-06-22,Completed
612,38,2025-03-10,Completed
613,118,2025-02-11,Completed
614,122,2025-01-27,Returned
615,11,2024-11-11,Cancelled
616,103,2025-07-14,Completed
617,72,2024-12-10,Completed
618,132,2025-03-21,Completed
619,4,2025-01-24,Completed
620,114,2025-01-26,Completed
621,97,2024-10-16,Completed
622,75,2025-06-11,Completed
623,144,2025-04-26,Completed
624,121,2024-11-03,Completed
625,149,2025-05-05,Returned
626,149,2024-09-30,Completed
627,92,2024-09-25,Completed
628,81,2025-08-17,Completed
629,96,2025-05-07,Completed
630,135,2025-05-31,Cancelled
631,20,2024-10-30,Completed
632,36,2025-04-15,Returned
633,59,2025-02-05,Completed
634,5,2025-05-06,Completed
635,16,2025-04-29,Completed
636,53,2025-06-28,Completed
637,149,2025-02-26,Completed
638,56,2024-12-08,Completed
639,94,2025-08-24,Returned
640,55,2025-05-22,Completed
641,22,2025-02-15,Completed
642,80,2025-08-18,Completed
643,95,2024-12-01,Completed
644,27,2024-11-26,Completed
645,72,2025-06-25,Returned
646,72,2024-11-15,Completed
647,60,2025-07-19,Completed
648,128,2025-08-14,Completed
649,25,2024-10-10,Cancelled
650,88,2025-06-04,Cancelled
651,31,2025-03-16,Completed
652,43,2025-05-10,Completed
653,142,2025-08-17,Cancelled
654,91,2025-01-24,Completed
655,94,2025-02-26,Returned
656,89,2025-03-02,Completed
657,30,2025-02-20,Completed
658,146,2025-05-22,Completed
659,26,2025-05-09,Completed
660,77,2025-03-06,Completed
661,13,2025-01-31,Returned
662,54,2025-02-25,Completed
663,132,2025-04-21,Cancelled
664,55,2025-08-05,Completed
665,77,2025-04-11,Completed
666,61,2025-03-27,Completed
667,80,2025-04-26,Completed
668,46,2025-07-27,Completed
669,102,2024-11-11,Completed
670,135,2025-01-07,Completed
671,85,2025-06-27,Completed
672,71,2025-04-14,Completed
673,122,2025-08-16,Completed
674,9,2025-08-06,Completed
675,32,2025-06-01,Completed
676,113,2025-07-21,Completed
677,26,2024-11-22,Completed
678,84,2025-04-21,Completed
679,1,2025-03-25,Completed
680,106,2025-02-11,Completed
681,101,2025-03-13,Returned
682,44,2024-09-26,Completed
683,112,2025-04-21,Completed
684,69,2025-01-26,Completed
685,38,2024-09-15,Completed
686,3,2025-04-29,Completed
687,19,2024-10-19,Cancelled
688,61,2025-04-30,Completed
689,98,2025-02-02,Completed
690,120,2024-11-07,Completed
691,72,2025-03-04,Completed
692,143,2025-08-03,Completed
693,47,2024-09-19,Completed
694,144,2025-05-07,Completed
695,70,2025-06-16,Returned
696,25,2025-02-16,Completed
697,21,2025-04-24,Completed
698,34,2024-12-18,Completed
699,66,2024-12-01,Completed
700,31,2025-01-31,Completed
701,122,2025-01-16,Returned
702,88,2025-04-26,Completed
703,123,2025-02-01,Completed
704,13,2025-06-10,Completed
705,25,2025-04-26,Returned
706,46,2024-12-03,Completed
707,81,2025-06-28,Completed
708,112,2025-06-01,Completed
709,123,2025-04-24,Completed
710,49,2024-09-14,Completed
711,6,2024-10-30,Completed
712,63,2024-12-13,Completed
713,142,2025-01-27,Completed
714,17,2025-01-16,Completed
715,121,2025-02-24,Completed
716,34,2025-01-29,Completed
717,34,2024-11-28,Completed
718,54,2025-06-13,Completed
719,45,2025-05-16,Completed
720,59,2024-11-01,Cancelled
721,12,2025-06-13,Completed
722,27,2025-06-15,Completed
723,93,2024-11-20,Completed
724,2,2025-01-04,Completed
725,63,2024-11-17,Cancelled
726,93,2024-09-16,Completed
727,43,2025-04-11,Completed
728,81,2025-02-24,Completed
729,114,2025-08-24,Completed
730,134,2025-06-04,Completed
731,6,2024-09-15,Cancelled
732,16,2025-03-10,Completed
733,87,2024-12-30,Returned
734,36,2025-03-13,Cancelled
735,50,2025-03-04,Completed
736,21,2024-10-18,Completed
737,144,2025-05-24,Completed
738,37,2025-05-17,Completed
739,95,2024-10-31,Returned
740,78,2025-01-29,Completed
741,13,2025-02-04,Completed
742,18,2024-09-23,Completed
743,118,2025-04-19,Completed
744,100,2024-12-29,Completed
745,147,2025-07-20,Completed
746,148,2024-09-28,Returned
747,5,2025-01-19,Completed
748,12,2025-05-10,Completed
749,24,2024-10-29,Completed
750,79,2025-03-28,Completed
751,77,2025-03-19,Completed
752,62,2025-07-03,Returned
753,119,2025-06-11,Completed
754,5,2025-01-16,Cancelled
755,33,2025-02-03,Returned
756,143,2025-04-20,Completed
757,1,2024-10-01,Completed
758,12,2024-11-22,Cancelled
759,102,2025-08-24,Completed
760,88,2025-07-23,Completed
761,1,2025-07-09,Completed
762,143,2025-08-23,Completed
763,100,2024-11-30,Completed
764,3,2024-12-23,Completed
765,60,2025-05-11,Completed
766,54,2024-09-04,Completed
767,145,2024-11-29,Completed
768,71,2024-12-08,Completed
769,111,2025-03-28,Completed
770,12,2024-12-24,Completed
771,147,2024-09-13,Completed
772,8,2025-05-04,Completed
773,122,2025-01-01,Completed
774,113,2024-10-19,Completed
775,81,2025-08-22,Completed
776,17,2024-10-23,Completed
777,106,2024-12-29,Returned
778,26,2025-02-21,Completed
779,33,2025-07-24,Cancelled
780,48,2025-01-03,Completed
781,112,2025-05-21,Completed
782,133,2025-06-28,Completed
783,109,2025-02-24,Completed
784,120,2025-07-05,Completed
785,57,2024-09-02,Completed
786,97,2024-12-15,Completed
787,143,2024-10-29,Completed
788,45,2024-12-22,Completed
789,68,2024-10-22,Completed
790,62,2025-03-09,Completed
791,50,2025-05-31,Completed
792,76,2024-11-16,Completed
793,54,2024-10-12,Completed
794,96,2025-05-14,Cancelled
795,149,2025-03-25,Returned
796,61,2025-03-22,Completed
797,22,2025-01-30,Completed
798,120,2025-04-10,Completed
799,68,2025-07-28,Completed
800,10,2025-06-07,Completed
801,36,2025-06-06,Completed
802,104,2025-06-24,Completed
803,119,2025-02-22,Completed
804,96,2024-11-11,Returned
805,58,2025-04-03,Completed
806,147,2025-03-20,Completed
807,28,2025-02-16,Returned
808,126,2024-09-14,Completed
809,135,2024-10-06,Completed
810,84,2025-03-30,Completed
811,100,2024-12-15,Completed
812,148,2025-02-06,Returned
813,17,2025-03-24,Returned
814,24,2025-01-26,Completed
815,118,2025-03-16,Completed
816,41,2025-01-19,Cancelled
817,95,2024-10-10,Completed
818,7,2024-10-08,Completed
819,119,2025-05-07,Completed
820,113,2024-11-11,Completed
821,44,2024-10-10,Completed
822,56,2025-04-15,Completed
823,14,2025-07-04,Completed
824,62,2024-12-12,Completed
825,50,2025-08-15,Completed
826,132,2024-10-26,Completed
827,92,2025-02-13,Completed
828,100,2024-12-18,Completed
829,18,2024-12-21,Completed
830,35,2025-02-18,Completed
831,131,2025-07-25,Completed
832,80,2024-12-31,Completed
833,52,2024-11-17,Completed
834,35,2025-01-21,Completed
835,59,2025-02-17,Completed
836,98,2025-05-25,Completed
837,14,2025-07-22,Completed
838,61,2025-05-18,Completed
839,74,2025-06-23,Completed
840,43,2025-04-30,Completed
841,40,2025-06-11,Completed
842,124,2024-10-07,Completed
843,129,2025-03-11,Completed
844,10,2024-11-03,Completed
845,126,2025-07-23,Completed
846,63,2025-05-03,Completed
847,64,2025-07-06,Returned
848,102,2025-08-28,Returned
849,65,2025-08-21,Completed
850,102,2025-08-24,Completed
851,18,2025-08-23,Completed
852,47,2025-05-16,Completed
853,28,2025-07-23,Completed
854,71,2024-10-03,Completed
855,3,2024-10-02,Completed
856,2,2025-03-12,Returned
857,81,2025-01-01,Completed
858,7,2025-07-06,Completed
859,106,2025-08-05,Completed
860,12,2025-02-14,Completed
861,110,2025-05-02,Completed
862,120,2024-11-26,Completed
863,63,2024-12-18,Completed
864,42,2025-02-15,Completed
865,126,2024-10-17,Completed
866,144,2025-04-12,Completed
867,88,2025-07-01,Completed
868,148,2024-09-01,Completed
869,94,2025-08-14,Completed
870,38,2025-01-30,Completed
871,71,2025-08-28,Returned
872,14,2024-12-01,Completed
873,101,2024-10-07,Cancelled
874,149,2024-09-28,Completed
875,3,2025-03-05,Returned
876,15,2024-10-20,Completed
877,63,2024-09-18,Completed
878,97,2025-08-21,Completed
879,131,2024-12-25,Completed
880,33,2024-10-21,Completed
881,101,2025-06-12,Cancelled
882,143,2025-04-17,Completed
883,42,2024-10-15,Cancelled
884,140,2024-11-27,Completed
885,76,2025-08-04,Cancelled
886,26,2025-08-06,Completed
887,142,2024-12-20,Returned
888,42,2025-03-24,Completed
889,138,2024-12-14,Completed
890,7,2025-07-07,Completed
891,141,2025-03-28,Completed
892,26,2025-03-13,Completed
893,73,2025-06-10,Completed
894,47,2025-02-24,Cancelled
895,33,2024-11-13,Completed
896,47,2025-04-13,Completed
897,24,2025-07-22,Completed
898,15,2024-10-14,Completed
899,104,2024-09-08,Returned
900,63,2025-08-05,Cancelled
901,1,2026-09-07,Completed
